Province,District,Candidate no.,Party,Votes
Trat,1,24,Palang Sungkom,275
Trat,1,22,Kru Thai,256
Trat,1,17,Chart Thai Pattana,235
Trat,1,18,Palang Chart Thai,225
Trat,1,16,People Progressive party,189
Trat,1,20,Thai Citizen,148
Trat,1,25,Thai Rak Tham,132
Trat,1,8,Thai Raksa Chart,0
Tak,1,10,Palang Pracharath Party,43787
Tak,1,1,Future Forward Party,19664
Tak,1,2,Democrat Party,16142
Tak,1,3,Puea Chat party,10954
Tak,1,8,Bhumjaithai Party,9217
Tak,1,6,Thai Liberal Party,2298
Tak,1,4,Thai Local Power Party,757
Tak,1,13,Action Coalition for Thailand,680
Tak,1,5,Chart Thai Pattana,595
Tak,1,20,Palang Thai Rak Thai,584
Tak,1,17,Palang Chart Thai,507
Tak,1,11,People Progressive party,363
Tak,1,21,Prachachat Party,279
Tak,1,19,Democratic Force party,271
Tak,1,7,Prachatham Thai,229
Tak,1,22,Green,224
Tak,1,12,Thai Forest Conservation Party,218
Tak,1,18,Kru Thai,163
Tak,1,23,Thaen Khun Phaendin,145
Tak,1,25,Thai Rak Tham,138
Tak,1,14,Prashaniyom,79
Tak,1,16,Thai People Power Party,76
Tak,1,24,Phungluang Party,64
Tak,1,15,People's Reform,53
Tak,1,9,Thai Raksa Chart,0
Tak,2,4,Democrat Party,32929
Tak,2,3,Future Forward Party,18314
Tak,2,5,Palang Pracharath Party,17164
Tak,2,8,Thai Liberal Party,2116
Tak,2,16,Prachachat Party,1603
Tak,2,24,Green,1012
Tak,2,13,Puea Chat party,946
Tak,2,10,Thai Local Power Party,641
Tak,2,25,Polamuang Thai,588
Tak,2,1,Prashaniyom,467
Tak,2,23,Palang Thai Rak Thai,451
Tak,2,2,Action Coalition for Thailand,445
Tak,2,6,Chart Thai Pattana,366
Tak,2,19,Bhumjaithai Party,343
Tak,2,12,Thai Social Democratic Party,322
Tak,2,21,Kru Thai,191
Tak,2,17,Puea Pandin Party,187
Tak,2,11,Prachatham Thai,171
Tak,2,15,Thai People Power Party,169
Tak,2,7,People Progressive party,167
Tak,2,14,Palang Chart Thai,150
Tak,2,18,Thai Forest Conservation Party,149
Tak,2,22,Powerful Love Party,96
Tak,2,26,Thaen Khun Phaendin,96
Tak,2,20,People's Reform,73
Tak,2,27,Phungluang Party,63
Tak,2,29,Thai Rak Tham,56
Tak,2,28,Palang Pandin Tong ,41
Tak,2,9,Thai Raksa Chart,0
Tak,2,30,New Economics Party,0
Tak,3,3,Palang Pracharath Party,20784
Tak,3,9,Pheu Thai,19244
Tak,3,8,Democrat Party,13238
Tak,3,11,Future Forward Party,9916
Tak,3,5,Puea Chat party,4389
Tak,3,7,Bhumjaithai Party,3047
Tak,3,2,Thai Liberal Party,2072
Tak,3,6,People Progressive party,1444
Tak,3,1,Prachatham Thai,721
Tak,3,23,Thaen Khun Phaendin,704
Tak,3,27,New Economics Party,580
Tak,3,10,Prashaniyom,498
Tak,3,12,Chart Thai Pattana,316
Tak,3,21,Polamuang Thai,292
Tak,3,18,Thai Local Power Party,283
Tak,3,17,Thai People Power Party,253
Tak,3,22,Palang Thai Rak Thai,252
Tak,3,16,Palang Chart Thai,238
Tak,3,13,Thai Forest Conservation Party,237
Tak,3,19,Kru Thai,202
Tak,3,25,Puea Pandin Party,181
Tak,3,15,Action Coalition for Thailand,160
Tak,3,14,People's Reform,131
Tak,3,24,Phungluang Party,125
Tak,3,26,Thai Rak Tham,110
Tak,3,20,Powerful Love Party,109
Tak,3,4,Thai Raksa Chart,0
Nakhon Nayok,1,9,Pheu Thai,60943
Nakhon Nayok,1,7,Palang Pracharath Party,35005
Nakhon Nayok,1,16,Future Forward Party,21038
Nakhon Nayok,1,11,Democrat Party,17066
Nakhon Nayok,1,1,Thai Liberal Party,3439
Nakhon Nayok,1,18,New Economics Party,1912
Nakhon Nayok,1,10,Thai Local Power Party,1707
Nakhon Nayok,1,15,Bhumjaithai Party,1151
Nakhon Nayok,1,14,Prachachat Party,1134
Nakhon Nayok,1,8,New Democracy Party,1057
Nakhon Nayok,1,6,Thai Forest Conservation Party,815
Nakhon Nayok,1,4,Puea Chat party,569
Nakhon Nayok,1,5,Chart Pattana,519
Nakhon Nayok,1,2,Prashaniyom,362
Nakhon Nayok,1,12,Thai People Power Party,332
Nakhon Nayok,1,17,Action Coalition for Thailand,320
Nakhon Nayok,1,20,Palang Chart Thai,265
Nakhon Nayok,1,21,Puea Pandin Party,249
Nakhon Nayok,1,3,People Progressive party,240
Nakhon Nayok,1,19,Kru Thai,215
Nakhon Nayok,1,13,Polamuang Thai,159
Nakhon Pathom,1,2,Democrat Party,35762
Nakhon Pathom,1,9,Future Forward Party,35615
Nakhon Pathom,1,4,Palang Pracharath Party,20355
Nakhon Pathom,1,6,Thai Liberal Party,4065
Nakhon Pathom,1,11,Chart Thai Pattana,2030
Nakhon Pathom,1,10,Bhumjaithai Party,1450
Nakhon Pathom,1,12,Puea Chat party,1425
Nakhon Pathom,1,3,Chart Pattana,664
Nakhon Pathom,1,7,Thai Civilised,606
Nakhon Pathom,1,16,Action Coalition for Thailand,459
Nakhon Pathom,1,8,Prashaniyom,427
Nakhon Pathom,1,1,People Progressive party,316
Nakhon Pathom,1,15,Thai Forest Conservation Party,307
Nakhon Pathom,1,19,Kru Thai,275
Nakhon Pathom,1,14,Palang Chart Thai,161
Nakhon Pathom,1,22,Thai Rung Ruang,159
Nakhon Pathom,1,17,People's Reform,157
Nakhon Pathom,1,20,Farmer's Network,149
Nakhon Pathom,1,18,Palang Thai Rak Chart,140
Nakhon Pathom,1,13,Thai Local Power Party,135
Nakhon Pathom,1,21,Mahachon Party,67
Nakhon Pathom,1,5,Thai Raksa Chart,0
Nakhon Pathom,2,17,Chart Thai Pattana,30215
Nakhon Pathom,2,4,Future Forward Party,24763
Nakhon Pathom,2,8,Thai Forest Conservation Party,22634
Nakhon Pathom,2,7,Bhumjaithai Party,8933
Nakhon Pathom,2,9,Palang Pracharath Party,8692
Nakhon Pathom,2,1,Democrat Party,6522
Nakhon Pathom,2,10,Thai Liberal Party,3332
Nakhon Pathom,2,6,Action Coalition for Thailand,2815
Nakhon Pathom,2,20,New Economics Party,1672
Nakhon Pathom,2,12,Puea Chat party,734
Nakhon Pathom,2,16,Palang Chart Thai,397
Nakhon Pathom,2,5,Thai Civilised,390
Nakhon Pathom,2,3,Thai Local Power Party,258
Nakhon Pathom,2,14,Chart Pattana,227
Nakhon Pathom,2,11,Prashaniyom,189
Nakhon Pathom,2,21,Farmer's Network,157
Nakhon Pathom,2,18,Thai Rung Ruang,145
Nakhon Pathom,2,25,Palang Thai Rak Chart,122
Nakhon Pathom,2,15,People's Reform,99
Nakhon Pathom,2,19,Kru Thai,86
Nakhon Pathom,2,13,People Progressive party,84
Nakhon Pathom,2,24,Polamuang Thai,73
Nakhon Pathom,2,26,Prachathai,73
Nakhon Pathom,2,22,Mahachon Party,37
Nakhon Pathom,2,23,Palang Sungkom,29
Nakhon Pathom,2,2,Thai Raksa Chart,0
Nakhon Pathom,3,4,Future Forward Party,40661
Nakhon Pathom,3,13,Palang Pracharath Party,23441
Nakhon Pathom,3,15,Chart Thai Pattana,12258
Nakhon Pathom,3,9,Thai Liberal Party,8919
Nakhon Pathom,3,8,Democrat Party,6693
Nakhon Pathom,3,10,Puea Chat party,3023
Nakhon Pathom,3,19,New Economics Party,1863
Nakhon Pathom,3,3,Action Coalition for Thailand,1491
Nakhon Pathom,3,1,Bhumjaithai Party,1244
Nakhon Pathom,3,5,Chart Pattana,919
Nakhon Pathom,3,14,Thai Civilised,610
Nakhon Pathom,3,11,Thai Local Power Party,594
Nakhon Pathom,3,21,Farmer's Network,416
Nakhon Pathom,3,12,Thai Forest Conservation Party,393
Nakhon Pathom,3,2,Prashaniyom,342
Nakhon Pathom,3,23,New Alternative Party,335
Nakhon Pathom,3,18,Palang Chart Thai,264
Nakhon Pathom,3,17,Kru Thai,261
Nakhon Pathom,3,20,Palang Thai Rak Chart,257
Nakhon Pathom,3,6,People Progressive party,247
Nakhon Pathom,3,16,People's Reform,187
Nakhon Pathom,3,24,Mahachon Party,182
Nakhon Pathom,3,26,Prachathai,134
Nakhon Pathom,3,22,Thai Rung Ruang,92
Nakhon Pathom,3,25,Palang Sungkom,81
Nakhon Pathom,3,7,Thai Raksa Chart,0
Nakhon Pathom,4,13,Palang Pracharath Party,32110
Nakhon Pathom,4,2,Future Forward Party,29998
Nakhon Pathom,4,6,Chart Thai Pattana,22533
Nakhon Pathom,4,14,Democrat Party,8613
Nakhon Pathom,4,8,Thai Liberal Party,4286
Nakhon Pathom,4,7,Puea Chat party,2557
Nakhon Pathom,4,18,New Economics Party,2042
Nakhon Pathom,4,12,Action Coalition for Thailand,1214
Nakhon Pathom,4,5,Bhumjaithai Party,1029
Nakhon Pathom,4,3,Chart Pattana,747
Nakhon Pathom,4,1,Prashaniyom,510
Nakhon Pathom,4,23,Palang Thai Rak Chart,504
Nakhon Pathom,4,22,Palang Chart Thai,412
Nakhon Pathom,4,10,Thai Civilised,371
Nakhon Pathom,4,19,Farmer's Network,327
Nakhon Pathom,4,4,Thai Local Power Party,316
Nakhon Pathom,4,11,Thai Forest Conservation Party,216
Nakhon Pathom,4,15,People Progressive party,204
Nakhon Pathom,4,17,Kru Thai,172
Nakhon Pathom,4,24,Thai Rak Tham,160
Nakhon Pathom,4,16,People's Reform,122
Nakhon Pathom,4,21,Palang Sungkom,94
Nakhon Pathom,4,20,Mahachon Party,56
Nakhon Pathom,4,9,Thai Raksa Chart,0
Nakhon Pathom,5,15,Future Forward Party,34164
Nakhon Pathom,5,2,Democrat Party,18970
Nakhon Pathom,5,5,Palang Pracharath Party,18741
Nakhon Pathom,5,17,Chart Thai Pattana,12279
Nakhon Pathom,5,3,Thai Liberal Party,6010
Nakhon Pathom,5,19,New Economics Party,3113
Nakhon Pathom,5,13,Puea Chat party,2813
Nakhon Pathom,5,1,Bhumjaithai Party,1178
Nakhon Pathom,5,6,Palang Chart Thai,779
Nakhon Pathom,5,7,Action Coalition for Thailand,614
Nakhon Pathom,5,4,Prashaniyom,449
Nakhon Pathom,5,8,People Progressive party,397
Nakhon Pathom,5,11,Thai Civilised,394
Nakhon Pathom,5,22,Polamuang Thai,343
Nakhon Pathom,5,12,Chart Pattana,342
Nakhon Pathom,5,14,Thai Forest Conservation Party,341
Nakhon Pathom,5,10,Thai Local Power Party,192
Nakhon Pathom,5,23,Palang Thai Rak Chart,180
Nakhon Pathom,5,16,People's Reform,168
Nakhon Pathom,5,18,Kru Thai,137
Nakhon Pathom,5,24,Palang Sungkom,121
Nakhon Pathom,5,20,Farmer's Network,84
Nakhon Pathom,5,21,Mahachon Party,70
Nakhon Pathom,5,9,Thai Raksa Chart,0
Nakhon Phanom,1,12,Bhumjaithai Party,48719
Nakhon Phanom,1,19,Pheu Thai,21049
Nakhon Phanom,1,4,Future Forward Party,7354
Nakhon Phanom,1,2,Palang Pracharath Party,6799
Nakhon Phanom,1,7,Puea Chat party,1538
Nakhon Phanom,1,6,Thai Liberal Party,1202
Nakhon Phanom,1,11,Thai Forest Conservation Party,462
Nakhon Phanom,1,18,Democrat Party,434
Nakhon Phanom,1,5,Pheu Khon Thai,313
Nakhon Phanom,1,22,Thai Civilised,299
Nakhon Phanom,1,13,Chart Pattana,263
Nakhon Phanom,1,20,Thai People Power Party,260
Nakhon Phanom,1,1,People Progressive party,206
Nakhon Phanom,1,30,Democratic Force party,206
Nakhon Phanom,1,23,New Economics Party,198
Nakhon Phanom,1,27,Palang Chart Thai,178
Nakhon Phanom,1,17,New Palangdharma Party,138
Nakhon Phanom,1,3,Thai Local Power Party,130
Nakhon Phanom,1,16,Prachachat Party,128
Nakhon Phanom,1,9,New Democracy Party,116
Nakhon Phanom,1,29,Thai Rak Tham,97
Nakhon Phanom,1,8,Chart Thai Pattana,90
Nakhon Phanom,1,15,Action Coalition for Thailand,89
Nakhon Phanom,1,14,People's Reform,70
Nakhon Phanom,1,10,Prashaniyom,67
Nakhon Phanom,1,25,Palang Thai Rak Thai,59
Nakhon Phanom,1,26,Prachatham Thai,47
Nakhon Phanom,1,28,Polamuang Thai,23
Nakhon Phanom,1,21,Thai Friend Party,0
Nakhon Phanom,1,24,Kru Thai,0
Nakhon Phanom,2,2,Pheu Thai,42990
Nakhon Phanom,2,10,Palang Pracharath Party,22688
Nakhon Phanom,2,12,Future Forward Party,11229
Nakhon Phanom,2,6,Pheu Khon Thai,2281
Nakhon Phanom,2,9,Bhumjaithai Party,2251
Nakhon Phanom,2,11,Thai Liberal Party,2011
Nakhon Phanom,2,8,Democrat Party,817
Nakhon Phanom,2,22,Polamuang Thai,725
Nakhon Phanom,2,3,Puea Chat party,642
Nakhon Phanom,2,23,New Economics Party,570
Nakhon Phanom,2,13,Chart Thai Pattana,555
Nakhon Phanom,2,1,Prashaniyom,403
Nakhon Phanom,2,30,Thai Rak Tham,323
Nakhon Phanom,2,19,Thai Civilised,219
Nakhon Phanom,2,4,Thai Forest Conservation Party,207
Nakhon Phanom,2,17,Thai People Power Party,191
Nakhon Phanom,2,5,Thai Local Power Party,97
Nakhon Phanom,2,29,People's Reform,90
Nakhon Phanom,2,25,Kru Thai,82
Nakhon Phanom,2,31,Democratic Force party,81
Nakhon Phanom,2,27,Palang Thai Rak Thai,77
Nakhon Phanom,2,14,Action Coalition for Thailand,67
Nakhon Phanom,2,16,Chart Pattana,61
Nakhon Phanom,2,28,Prachatham Thai,61
Nakhon Phanom,2,26,Pandintham,58
Nakhon Phanom,2,15,New Palangdharma Party,50
Nakhon Phanom,2,7,People Progressive party,47
Nakhon Phanom,2,20,New Democracy Party,47
Nakhon Phanom,2,18,Puea Pandin Party,15
Nakhon Phanom,2,21,Thai Friend Party,0
Nakhon Phanom,2,24,Thai Raksa Chart,0
Nakhon Phanom,3,6,Pheu Thai,33645
Nakhon Phanom,3,5,Palang Pracharath Party,29515
Nakhon Phanom,3,10,Future Forward Party,12059
Nakhon Phanom,3,2,Pheu Khon Thai,5000
Nakhon Phanom,3,4,Thai Liberal Party,1823
Nakhon Phanom,3,17,Ruam Jai Thai,1368
Nakhon Phanom,3,8,Democrat Party,806
Nakhon Phanom,3,9,Bhumjaithai Party,641
Nakhon Phanom,3,26,Kru Thai,529
Nakhon Phanom,3,7,Chart Pattana,389
Nakhon Phanom,3,24,New Economics Party,353
Nakhon Phanom,3,19,Polamuang Thai,348
Nakhon Phanom,3,3,Chart Thai Pattana,294
Nakhon Phanom,3,14,Puea Chat party,283
Nakhon Phanom,3,1,Prashaniyom,190
Nakhon Phanom,3,33,Thai Rak Tham,163
Nakhon Phanom,3,11,New Palangdharma Party,159
Nakhon Phanom,3,29,Thai Local Power Party,155
Nakhon Phanom,3,22,Palang Thai Rak Thai,148
Nakhon Phanom,3,34,Democratic Force party,140
Nakhon Phanom,3,18,Thai Civilised,137
Nakhon Phanom,3,15,Thai Forest Conservation Party,108
Nakhon Phanom,3,27,Prachatham Thai,95
Nakhon Phanom,3,28,Palang Chart Thai,76
Nakhon Phanom,3,13,Action Coalition for Thailand,66
Nakhon Phanom,3,21,Pandintham,64
Nakhon Phanom,3,32,Prachachat Party,59
Nakhon Phanom,3,16,Puea Pandin Party,51
Nakhon Phanom,3,20,New Democracy Party,34
Nakhon Phanom,3,12,People Progressive party,25
Nakhon Phanom,3,31,People's Reform,15
Nakhon Phanom,3,23,Thai People Power Party,0
Nakhon Phanom,3,25,Thai Raksa Chart,0
Nakhon Phanom,3,30,Thai Friend Party,0
Nakhon Phanom,4,2,Pheu Thai,44675
Nakhon Phanom,4,8,Palang Pracharath Party,28326
Nakhon Phanom,4,15,Future Forward Party,7795
Nakhon Phanom,4,9,Pheu Khon Thai,1481
Nakhon Phanom,4,5,Thai Liberal Party,1341
Nakhon Phanom,4,4,Bhumjaithai Party,1289
Nakhon Phanom,4,7,Democrat Party,858
Nakhon Phanom,4,22,Polamuang Thai,793
Nakhon Phanom,4,28,Thai People Power Party,609
Nakhon Phanom,4,1,Prashaniyom,409
Nakhon Phanom,4,25,New Economics Party,256
Nakhon Phanom,4,3,New Palangdharma Party,244
Nakhon Phanom,4,6,People Progressive party,229
Nakhon Phanom,4,23,Thai Civilised,227
Nakhon Phanom,4,12,Thai Local Power Party,163
Nakhon Phanom,4,13,New Democracy Party,136
Nakhon Phanom,4,19,Puea Chat party,117
Nakhon Phanom,4,10,Thai Forest Conservation Party,110
Nakhon Phanom,4,21,Ruam Jai Thai,100
Nakhon Phanom,4,11,Action Coalition for Thailand,97
Nakhon Phanom,4,17,Chart Thai Pattana,92
Nakhon Phanom,4,29,Palang Chart Thai,84
Nakhon Phanom,4,33,Democratic Force party,77
Nakhon Phanom,4,27,Kru Thai,74
Nakhon Phanom,4,16,People's Reform,72
Nakhon Phanom,4,14,Chart Pattana,69
Nakhon Phanom,4,34,Palang Sungkom,42
Nakhon Phanom,4,32,Thai Rak Tham,36
Nakhon Phanom,4,20,Puea Pandin Party,33
Nakhon Phanom,4,30,Prachatham Thai,26
Nakhon Phanom,4,31,Palang Pandin Tong ,19
Nakhon Phanom,4,18,Prachachat Party,0
Nakhon Phanom,4,24,Thai Friend Party,0
Nakhon Phanom,4,26,Thai Raksa Chart,0
Nakhon Ratchasima,1,17,Palang Pracharath Party,25982
Nakhon Ratchasima,1,9,Future Forward Party,23855
Nakhon Ratchasima,1,11,Pheu Thai,15990
Nakhon Ratchasima,1,6,Chart Pattana,15526
Nakhon Ratchasima,1,7,Bhumjaithai Party,11108
Nakhon Ratchasima,1,13,Democrat Party,3202
Nakhon Ratchasima,1,12,New Economics Party,3090
Nakhon Ratchasima,1,5,Thai Liberal Party,2421
Nakhon Ratchasima,1,8,Action Coalition for Thailand,1062
Nakhon Ratchasima,1,21,Chart Thai Pattana,528
Nakhon Ratchasima,1,1,Thai Forest Conservation Party,517
Nakhon Ratchasima,1,4,Puea Chat party,387
Nakhon Ratchasima,1,14,Prashaniyom,315
Nakhon Ratchasima,1,2,Prachachat Party,302
Nakhon Ratchasima,1,3,People Progressive party,273
Nakhon Ratchasima,1,23,Thai Civilised,258
Nakhon Ratchasima,1,15,People's Reform,252
Nakhon Ratchasima,1,31,Paradonraphab Party,145
Nakhon Ratchasima,1,28,Palang Thai Rak Thai,141
Nakhon Ratchasima,1,10,Thai Thum,140
Nakhon Ratchasima,1,36,Democratic Force party,115
Nakhon Ratchasima,1,19,Thai Local Power Party,107
Nakhon Ratchasima,1,25,Kru Thai,103
Nakhon Ratchasima,1,41,Phungluang Party,101
Nakhon Ratchasima,1,24,Green,81
Nakhon Ratchasima,1,18,Palang Sungkom,73
Nakhon Ratchasima,1,32,Prachatham Thai,73
Nakhon Ratchasima,1,30,Palang Chart Thai,71
Nakhon Ratchasima,1,26,Prachathai,69
Nakhon Ratchasima,1,27,Palang Thai Sang Chart,61
Nakhon Ratchasima,1,33,Ruam Jai Thai,44
Nakhon Ratchasima,1,20,Puea Pandin Party,43
Nakhon Ratchasima,1,40,Thai Rak Tham,37
Nakhon Ratchasima,1,29,Thai People Power Party,26
Nakhon Ratchasima,1,35,Palang Pandin Tong ,21
Nakhon Ratchasima,1,37,Power of Faith party,21
Nakhon Ratchasima,1,38,Thai Network Party,6
Nakhon Ratchasima,1,16,Thai Friend Party,0
Nakhon Ratchasima,1,22,New Democracy Party,0
Nakhon Ratchasima,1,34,Kwam Wang Mai,0
Nakhon Ratchasima,1,39,Mahachon Party,0
Nakhon Ratchasima,2,18,Chart Pattana,28216
Nakhon Ratchasima,2,3,Future Forward Party,25316
Nakhon Ratchasima,2,9,Palang Pracharath Party,24518
Nakhon Ratchasima,2,7,Pheu Thai,18979
Nakhon Ratchasima,2,8,Bhumjaithai Party,3423
Nakhon Ratchasima,2,5,Democrat Party,2897
Nakhon Ratchasima,2,11,Thai Liberal Party,2808
Nakhon Ratchasima,2,6,Prachachat Party,564
Nakhon Ratchasima,2,14,Action Coalition for Thailand,520
Nakhon Ratchasima,2,26,Chart Thai Pattana,458
Nakhon Ratchasima,2,29,Palang Thai Rak Thai,428
Nakhon Ratchasima,2,17,Ruam Jai Thai,418
Nakhon Ratchasima,2,19,Thai Forest Conservation Party,355
Nakhon Ratchasima,2,30,Thai Civilised,300
Nakhon Ratchasima,2,28,Palang Chart Thai,290
Nakhon Ratchasima,2,10,Puea Chat party,255
Nakhon Ratchasima,2,27,Kru Thai,225
Nakhon Ratchasima,2,12,Prashaniyom,213
Nakhon Ratchasima,2,16,People's Reform,206
Nakhon Ratchasima,2,15,People Progressive party,176
Nakhon Ratchasima,2,21,Thai Local Power Party,159
Nakhon Ratchasima,2,35,Kwam Wang Mai,147
Nakhon Ratchasima,2,13,Thai Thum,139
Nakhon Ratchasima,2,23,Green,131
Nakhon Ratchasima,2,22,New Democracy Party,89
Nakhon Ratchasima,2,25,Palang Thai Sang Chart,83
Nakhon Ratchasima,2,36,Power of Faith party,79
Nakhon Ratchasima,2,37,Thai Rak Tham,79
Nakhon Ratchasima,2,34,Democratic Force party,76
Nakhon Ratchasima,2,24,Prachathai,73
Nakhon Ratchasima,2,31,Palang Pandin Tong ,68
Nakhon Ratchasima,2,20,Puea Pandin Party,67
Nakhon Ratchasima,2,1,New Palangdharma Party,0
Nakhon Ratchasima,2,2,Thai Friend Party,0
Nakhon Ratchasima,2,4,New Economics Party,0
Nakhon Ratchasima,2,32,Thaen Khun Phaendin,0
Nakhon Ratchasima,2,33,Mahachon Party,0
Nakhon Ratchasima,3,14,Pheu Thai,41412
Nakhon Ratchasima,3,4,Chart Pattana,27584
Nakhon Ratchasima,3,12,Palang Pracharath Party,12441
Nakhon Ratchasima,3,3,Future Forward Party,11783
Nakhon Ratchasima,3,9,Bhumjaithai Party,8746
Nakhon Ratchasima,3,17,Democrat Party,1363
Nakhon Ratchasima,3,7,Thai Liberal Party,1275
Nakhon Ratchasima,3,1,New Economics Party,1221
Nakhon Ratchasima,3,24,Farmer's Network,701
Nakhon Ratchasima,3,32,Thai Civilised,438
Nakhon Ratchasima,3,34,Thai Citizen,386
Nakhon Ratchasima,3,8,Thai Forest Conservation Party,343
Nakhon Ratchasima,3,15,Prashaniyom,322
Nakhon Ratchasima,3,11,Puea Chat party,288
Nakhon Ratchasima,3,16,Thai Thum,231
Nakhon Ratchasima,3,6,Action Coalition for Thailand,189
Nakhon Ratchasima,3,5,People's Reform,154
Nakhon Ratchasima,3,21,Palang Sungkom,151
Nakhon Ratchasima,3,2,People Progressive party,140
Nakhon Ratchasima,3,18,Palang Thai Rak Thai,135
Nakhon Ratchasima,3,19,Thai Local Power Party,117
Nakhon Ratchasima,3,23,Thai People Power Party,79
Nakhon Ratchasima,3,27,Palang Chart Thai,77
Nakhon Ratchasima,3,22,Green,74
Nakhon Ratchasima,3,26,Prachathai,69
Nakhon Ratchasima,3,25,Kru Thai,64
Nakhon Ratchasima,3,20,New Democracy Party,54
Nakhon Ratchasima,3,31,Prachatham Thai,40
Nakhon Ratchasima,3,33,Thai Rak Tham,36
Nakhon Ratchasima,3,28,Palang Thai Sang Chart,24
Nakhon Ratchasima,3,10,Prachachat Party,0
Nakhon Ratchasima,3,13,Thai Friend Party,0
Nakhon Ratchasima,3,29,Mahachon Party,0
Nakhon Ratchasima,3,30,Thaen Khun Phaendin,0
Nakhon Ratchasima,4,9,Palang Pracharath Party,39774
Nakhon Ratchasima,4,10,Bhumjaithai Party,33674
Nakhon Ratchasima,4,1,Pheu Thai,14947
Nakhon Ratchasima,4,17,Future Forward Party,8701
Nakhon Ratchasima,4,29,Kru Thai,1128
Nakhon Ratchasima,4,5,Thai Liberal Party,1091
Nakhon Ratchasima,4,13,Democrat Party,875
Nakhon Ratchasima,4,11,Chart Pattana,856
Nakhon Ratchasima,4,30,Palang Pandin Tong ,649
Nakhon Ratchasima,4,33,New Economics Party,447
Nakhon Ratchasima,4,8,Action Coalition for Thailand,421
Nakhon Ratchasima,4,14,Puea Chat party,317
Nakhon Ratchasima,4,21,Pandintham,239
Nakhon Ratchasima,4,2,Thai People Power Party,200
Nakhon Ratchasima,4,6,People Progressive party,177
Nakhon Ratchasima,4,12,Prashaniyom,137
Nakhon Ratchasima,4,34,Kwam Wang Mai,120
Nakhon Ratchasima,4,7,Thai Forest Conservation Party,119
Nakhon Ratchasima,4,20,Chart Thai Pattana,115
Nakhon Ratchasima,4,18,Prachatham Thai,70
Nakhon Ratchasima,4,37,Thai Rak Tham,65
Nakhon Ratchasima,4,23,Thai Citizen,63
Nakhon Ratchasima,4,15,People's Reform,50
Nakhon Ratchasima,4,31,Democratic Force party,50
Nakhon Ratchasima,4,22,Thai Local Power Party,48
Nakhon Ratchasima,4,26,Palang Chart Thai,43
Nakhon Ratchasima,4,28,Paradonraphab Party,42
Nakhon Ratchasima,4,16,Thai Thum,38
Nakhon Ratchasima,4,19,Palang Sungkom,37
Nakhon Ratchasima,4,27,New Alternative Party,30
Nakhon Ratchasima,4,24,Green,29
Nakhon Ratchasima,4,36,Power of Faith party,29
Nakhon Ratchasima,4,25,Palang Thai Sang Chart,18
Nakhon Ratchasima,4,32,Prachathai,10
Nakhon Ratchasima,4,3,Prachachat Party,0
Nakhon Ratchasima,4,4,Thai Friend Party,0
Nakhon Ratchasima,4,35,Thaen Khun Phaendin,0
Nakhon Ratchasima,5,16,Pheu Thai,33606
Nakhon Ratchasima,5,8,Palang Pracharath Party,24177
Nakhon Ratchasima,5,5,Bhumjaithai Party,15185
Nakhon Ratchasima,5,17,Future Forward Party,10365
Nakhon Ratchasima,5,2,Democrat Party,1546
Nakhon Ratchasima,5,13,Chart Pattana,1431
Nakhon Ratchasima,5,36,New Economics Party,1293
Nakhon Ratchasima,5,28,Kru Thai,813
Nakhon Ratchasima,5,1,Thai Thum,704
Nakhon Ratchasima,5,25,Thai Civilised,568
Nakhon Ratchasima,5,27,Polamuang Thai,402
Nakhon Ratchasima,5,9,Puea Chat party,321
Nakhon Ratchasima,5,4,Action Coalition for Thailand,296
Nakhon Ratchasima,5,7,Prachachat Party,254
Nakhon Ratchasima,5,6,Prachatham Thai,251
Nakhon Ratchasima,5,32,Palang Chart Thai,227
Nakhon Ratchasima,5,3,New Palangdharma Party,224
Nakhon Ratchasima,5,38,Thai Rak Tham,182
Nakhon Ratchasima,5,21,Thai Social Democratic Party,169
Nakhon Ratchasima,5,26,New Alternative Party,165
Nakhon Ratchasima,5,12,Prashaniyom,141
Nakhon Ratchasima,5,18,People's Reform,140
Nakhon Ratchasima,5,35,Palang Thai Rak Thai,135
Nakhon Ratchasima,5,20,Chart Thai Pattana,118
